audio_absolute_path,audio_relative_path,audio_duration_seconds
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\035_ocean_shore.mp3,nature_sounds/035_ocean_shore.mp3,15.148104972766047
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\022_mountain_wind.mp3,nature_sounds/022_mountain_wind.mp3,15.163570312436175
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\015_storm_wind_howling.mp3,nature_sounds/015_storm_wind_howling.mp3,16.541296463130863
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\016_morning_birds_singing.mp3,nature_sounds/016_morning_birds_singing.mp3,16.574643244068593
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\019_thunder_rolling.mp3,nature_sounds/019_thunder_rolling.mp3,16.926392395496983
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\020_seagulls_ocean.mp3,nature_sounds/020_seagulls_ocean.mp3,20.65589983991238
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\030_owl_hooting.mp3,nature_sounds/030_owl_hooting.mp3,21.617258116442432
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\027_desert_wind.mp3,nature_sounds/027_desert_wind.mp3,21.794888729213838
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\040_thunderstorm.mp3,nature_sounds/040_thunderstorm.mp3,22.801203694429454
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\025_summer_rain.mp3,nature_sounds/025_summer_rain.mp3,25.20431989493985
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\029_water_dripping.mp3,nature_sounds/029_water_dripping.mp3,26.406026538609858
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\031_cicadas_summer.mp3,nature_sounds/031_cicadas_summer.mp3,26.84674815609606
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\033_morning_dew.mp3,nature_sounds/033_morning_dew.mp3,27.702281696656026
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\026_winter_wind.mp3,nature_sounds/026_winter_wind.mp3,28.267604879917368
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\028_jungle_sounds.mp3,nature_sounds/028_jungle_sounds.mp3,28.81509471413347
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\037_rain_on_roof.mp3,nature_sounds/037_rain_on_roof.mp3,29.133056919530794
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\038_wind_chimes.mp3,nature_sounds/038_wind_chimes.mp3,29.330899190537906
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\039_forest_creek.mp3,nature_sounds/039_forest_creek.mp3,32.1965909961881
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\036_mountain_echo.mp3,nature_sounds/036_mountain_echo.mp3,32.62639630173653
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\041_birds_morning.mp3,nature_sounds/041_birds_morning.mp3,32.64538611689145
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\032_water_stream.mp3,nature_sounds/032_water_stream.mp3,33.65201456474759
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\045_ocean_deep.mp3,nature_sounds/045_ocean_deep.mp3,35.33693010808134
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\044_summer_night.mp3,nature_sounds/044_summer_night.mp3,35.37123982224947
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\034_forest_walk.mp3,nature_sounds/034_forest_walk.mp3,35.96687461534557
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\042_waterfall_small.mp3,nature_sounds/042_waterfall_small.mp3,37.7629532360653
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\046_forest_rain.mp3,nature_sounds/046_forest_rain.mp3,38.68267166938616
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\049_tropical_birds.mp3,nature_sounds/049_tropical_birds.mp3,40.9077443702963
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\043_winter_storm.mp3,nature_sounds/043_winter_storm.mp3,44.34215884459895
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\048_desert_night.mp3,nature_sounds/048_desert_night.mp3,44.5737564175149
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\050_river_rapids.mp3,nature_sounds/050_river_rapids.mp3,46.30255095637054
C:\Users\ASUS Vivobook\Desktop\PyLab4\nature_sounds\047_mountain_stream.mp3,nature_sounds/047_mountain_stream.mp3,47.430203153150366
